t_s,d1_m,d2_m,vs_mps,vus_mps,u_N,road_amp_m,road_freq_rads
151.3,4.57116,15.72003,0.12797,-0.03171,8.1693,0.0150,25.00
151.4,1.15638,-6.06125,-0.15513,-0.05153,-11.3269,0.0150,25.00
151.5,-11.94825,0.54706,-0.00427,-0.01301,-0.7463,0.0150,25.00
151.6,-3.15415,7.92752,0.02489,-0.05990,-0.7826,0.0150,25.00
151.7,-1.30846,8.22829,-0.00560,0.00360,-3.5953,0.0150,25.00
151.8,-5.37630,3.04534,-0.01055,0.01264,-1.5671,0.0150,25.00
151.9,0.12185,-6.34170,-0.00242,0.00621,1.7672,0.0150,25.00
152.0,-0.03250,6.46899,0.00104,0.01059,-0.6963,0.0150,25.00
152.1,-0.28175,5.82675,0.01075,-0.02244,-1.6069,0.0150,25.00
152.2,-0.99799,9.38246,0.00638,0.02189,-2.5210,0.0150,25.00
152.3,-4.42301,-1.46568,-0.00908,0.02131,-1.0355,0.0150,25.00
152.4,0.81263,-3.62130,-0.00054,0.01356,0.5972,0.0150,25.00
152.5,1.10473,4.75050,0.02938,0.00494,-0.3403,0.0150,25.00
152.6,5.95606,12.74284,0.00425,-0.06739,-2.8848,0.0150,25.00
152.7,-2.46813,4.04012,0.06760,0.07973,6.2562,0.0150,25.00
152.8,12.77833,21.27770,0.08592,-0.03645,1.7303,0.0150,25.00
152.9,-3.78766,-15.09423,-0.15483,0.02439,-9.8511,0.0150,25.00
153.0,-5.26880,12.34859,-0.00025,-0.07438,-3.7831,0.0150,25.00
153.1,-1.81327,0.40816,-0.02451,-0.07366,-3.8615,0.0150,25.00
153.2,-2.28106,2.81362,-0.00542,-0.02547,-0.2997,0.0150,25.00
153.3,-5.03715,7.02299,0.02082,0.00286,-0.0211,0.0150,25.00
153.5,1.54378,3.15235,0.02718,0.03499,3.2503,0.0150,25.00
153.5,-1.41657,-2.54806,0.01939,0.05728,2.5689,0.0150,25.00
153.7,7.95698,-1.45260,0.01134,-0.01210,-0.9200,0.0150,25.00
153.7,1.17772,-2.10389,0.02487,0.04468,1.4207,0.0150,25.00
153.8,3.94238,14.81198,0.05600,-0.03679,0.5198,0.0150,25.00
153.9,-3.67010,-17.71529,-0.03405,0.08119,1.2193,0.0150,25.00
154.0,2.73799,8.40317,0.10682,-0.00786,7.2314,0.0150,25.00
154.1,1.50825,-7.96500,-0.14869,-0.05733,-10.6492,0.0150,25.00
154.2,-12.89622,-5.44618,-0.00921,-0.00100,-1.2678,0.0150,25.00
154.4,-1.64290,4.68817,0.00649,-0.06011,-0.7682,0.0150,25.00
154.4,-0.52460,9.53322,-0.00614,-0.00703,-4.2050,0.0150,25.00
154.5,-5.19998,5.80245,-0.01614,0.00744,-2.6321,0.0150,25.00
154.6,0.62056,-5.24111,-0.01273,-0.00791,-0.2738,0.0150,25.00
154.8,0.66760,12.47944,0.01129,-0.00761,-0.4521,0.0150,25.00
154.9,0.60819,8.09644,0.00359,-0.04112,-1.7117,0.0150,25.00
155.0,-0.53405,9.32969,0.02028,0.01532,-0.8521,0.0150,25.00
155.1,-2.79569,3.52609,0.01117,0.01894,-1.1587,0.0150,25.00
155.2,2.78939,-1.31185,-0.00949,0.00585,0.8026,0.0150,25.00
155.3,-0.30652,1.20999,-0.01121,0.01156,-2.4550,0.0150,25.00
155.4,0.75638,1.74043,-0.02552,-0.05519,-3.8282,0.0150,25.00
155.5,-3.15537,12.98105,0.04478,0.02002,0.4625,0.0150,25.00
155.6,-2.76616,15.96860,0.07888,-0.04773,0.9602,0.0150,25.00
155.7,-2.76612,15.96891,0.05511,-0.03889,-0.8568,0.0150,25.00
155.8,-2.76612,15.96891,0.03471,-0.02525,-2.4494,0.0150,25.00
155.9,-2.76612,15.96891,0.02112,-0.01551,-3.5142,0.0150,25.00
156.0,-2.76612,15.96891,0.01271,-0.00936,-4.1736,0.0150,25.00
156.1,-2.76612,15.96891,0.00724,-0.00534,-4.6026,0.0150,25.00
156.2,-2.76612,15.96891,0.00434,-0.00320,-4.8305,0.0150,25.00
156.3,-2.76612,15.96891,0.00260,-0.00192,-4.9671,0.0150,25.00
156.4,-2.76612,15.96891,0.00156,-0.00115,-5.0489,0.0150,25.00
156.5,-2.24720,0.76906,-0.02530,0.04126,-2.7532,0.0150,25.00
156.6,-6.03245,5.29220,-0.03417,0.07049,-2.5652,0.0150,25.00
156.7,-3.59199,0.52336,-0.00586,0.09642,0.3067,0.0150,25.00
156.8,-2.02899,1.52178,0.00461,0.05486,0.4128,0.0150,25.00
156.9,0.45587,-4.42640,-0.05316,0.01224,-1.8679,0.0150,25.00
157.0,-1.61491,9.77306,0.03891,0.00938,-0.2938,0.0150,25.00
157.1,5.94742,17.00708,0.00441,-0.08446,-3.5429,0.0150,25.00
157.2,-6.22866,-8.23855,-0.04929,0.07099,-0.9709,0.0150,25.00
157.3,-2.32680,8.70596,0.01662,-0.01393,0.0824,0.0150,25.00
157.4,-0.35239,-4.63833,-0.04342,-0.00943,-2.5191,0.0150,25.00
157.5,-1.79737,2.86156,0.05491,0.01243,1.5057,0.0150,25.00
157.6,6.74412,14.11426,-0.03314,-0.05419,-6.2762,0.0150,25.00
157.7,-10.76884,10.09420,-0.07442,0.04355,-6.5532,0.0150,25.00
157.8,-9.10624,-0.26228,0.01732,-0.01521,-0.0061,0.0150,25.00
157.9,2.36616,-4.48874,0.01921,0.00346,2.7978,0.0150,25.00
158.0,0.35719,-0.05185,0.00405,0.02480,-0.9193,0.0150,25.00
158.1,4.92547,4.22991,0.00051,-0.04286,-1.1784,0.0150,25.00
158.2,-0.33894,8.51932,0.00968,0.01037,-1.4243,0.0150,25.00
158.3,-3.90631,5.72085,-0.00451,0.00313,-1.0882,0.0150,25.00
158.4,-1.21934,-7.25985,-0.00381,0.03555,1.5508,0.0150,25.00
158.5,0.76826,3.22984,0.04378,0.01996,3.0761,0.0150,25.00
158.6,4.32681,5.27192,-0.06404,-0.06024,-6.7611,0.0150,25.00
158.7,-9.65738,3.78614,-0.02857,0.00693,-7.0080,0.0150,25.00
158.8,-6.02723,4.79369,0.00907,-0.02871,-1.2408,0.0150,25.00
158.9,-1.26391,-9.37806,-0.00461,0.04104,0.9306,0.0150,25.00
159.1,-0.96683,-0.62076,0.04798,0.04242,4.4112,0.0150,25.00
159.2,4.40393,4.99268,-0.06506,-0.06614,-6.8034,0.0150,25.00
159.3,-9.18423,-0.17089,-0.02445,0.01441,-6.1684,0.0150,25.00
159.4,-4.44566,5.37893,0.00420,-0.03640,-1.5963,0.0150,25.00
159.5,-2.65218,-3.03146,-0.00877,0.03604,0.9750,0.0150,25.00
159.6,-1.97678,2.81215,0.00710,0.01387,-0.2145,0.0150,25.00
159.7,1.24721,-3.38974,-0.06557,-0.02322,-4.7559,0.0150,25.00
159.8,-4.95134,8.29919,0.03001,0.01042,-1.0459,0.0150,25.00
159.9,6.44864,16.99376,0.00956,-0.09224,-3.7278,0.0150,25.00
160.0,-6.45930,-8.97174,-0.03432,0.07576,0.4066,0.0150,25.00
160.1,-2.23973,4.22268,0.02332,-0.01180,-0.0526,0.0150,25.00
160.2,0.52909,-5.06961,-0.05828,-0.01823,-3.7930,0.0150,25.00
160.3,-4.93585,0.60669,0.07293,0.05107,5.5669,0.0150,25.00
160.4,9.26015,19.06461,-0.02311,-0.09892,-6.7634,0.0150,25.00
160.5,-13.64424,10.22950,-0.07141,0.06120,-7.7808,0.0150,25.00
160.6,-8.47735,0.21046,-0.00082,-0.02346,-2.2027,0.0150,25.00
160.7,0.40391,-6.58542,0.00983,0.01176,2.6746,0.0150,25.00
160.8,-0.74675,-1.13775,0.02320,0.04323,1.4006,0.0150,25.00
160.9,7.16480,12.01493,0.04016,-0.04802,1.8534,0.0150,25.00
161.0,-0.32190,5.36470,0.03859,0.07310,4.4046,0.0150,25.00
161.1,6.71219,14.32405,0.08602,-0.02394,4.9974,0.0150,25.00
161.2,-3.29095,-13.17904,-0.12792,0.02330,-7.6520,0.0150,25.00
161.3,-5.41426,11.84269,0.03429,-0.04356,0.2412,0.0150,25.00
161.4,1.92935,-0.20317,-0.02096,-0.06516,-3.7780,0.0150,25.00
161.5,-2.23705,6.15489,0.00159,-0.00447,-2.5588,0.0150,25.00
161.6,-4.17363,3.31969,-0.00316,-0.01801,-3.4330,0.0150,25.00
161.7,-1.96956,-1.52472,0.00950,0.04730,2.2340,0.0150,25.00
161.8,-0.52763,1.74953,0.05457,0.04102,4.0940,0.0150,25.00
161.9,5.44754,7.78839,-0.05166,-0.05646,-6.5760,0.0150,25.00
162.0,-8.66061,2.70265,-0.00015,0.01754,-2.8371,0.0150,25.00
162.1,-3.58505,9.86606,0.01280,-0.05097,-1.6852,0.0150,25.00
162.2,-5.19637,-9.13885,-0.02784,0.04858,-0.7951,0.0150,25.00
162.3,-2.41952,7.38859,0.02082,0.00729,0.7482,0.0150,25.00
162.4,1.50346,-1.64271,-0.06012,-0.02432,-4.5782,0.0150,25.00
162.5,-3.47302,3.07793,0.02620,0.01584,1.3631,0.0150,25.00
162.6,4.47234,13.98035,0.02318,-0.08150,-1.1119,0.0150,25.00
162.7,-4.65979,-9.79006,-0.01329,0.07817,2.3042,0.0150,25.00
162.8,0.79399,6.01848,0.08885,0.02194,6.1074,0.0150,25.00
163.0,0.29999,-10.15414,-0.13645,-0.02006,-9.2490,0.0150,25.00
163.0,-8.72146,3.98699,0.02085,-0.00628,0.1142,0.0150,25.00
163.2,1.72099,8.73701,0.03158,-0.06622,-1.4618,0.0150,25.00
163.3,-0.70388,6.57362,-0.00461,0.01290,-3.6038,0.0150,25.00
163.4,-4.76267,2.66236,0.00254,0.01975,-1.7970,0.0150,25.00
163.5,0.87445,-3.26168,0.00756,0.01782,0.7958,0.0150,25.00
163.6,0.74378,3.06977,0.03497,0.03438,2.2150,0.0150,25.00
163.7,7.16111,7.02041,-0.01544,-0.02594,-5.4498,0.0150,25.00
163.8,-5.67269,20.35895,0.00233,0.01590,-4.8679,0.0150,25.00
163.9,-5.41101,3.94004,-0.00112,-0.01446,-1.2758,0.0150,25.00
164.0,-2.01775,-4.90190,-0.03270,0.00376,-2.2897,0.0150,25.00
164.1,-1.26243,5.91211,0.04490,0.00702,3.3079,0.0150,25.00
164.2,2.78561,2.86313,-0.06768,-0.04962,-5.7191,0.0150,25.00
164.3,-9.05154,0.58201,-0.00728,0.02240,-3.3596,0.0150,25.00
164.4,-4.27970,11.44213,0.04087,-0.01916,1.5283,0.0150,25.00
164.5,-0.92973,-5.20656,-0.02774,0.03174,-1.7218,0.0150,25.00
164.6,-1.55191,3.66244,0.00834,0.01024,-0.6205,0.0150,25.00
164.7,1.34715,-3.74974,-0.05130,-0.01752,-3.9639,0.0150,25.00
164.8,-4.06775,4.61906,0.05492,0.04822,2.0278,0.0150,25.00
